months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,years_as_customer,total_claims
458,61,921851,1992-12-07,IN,100/300,1000,1328.18,0,617699,FEMALE,High School,protective-serv,bungie-jumping,other-relative,53000.0,0,2015-02-25,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Columbus,3753 Francis Lane,18,1,NO,2,1,NO,56340.0,6260.0,6260.0,43820,Volkswagen,Passat,2003,N,38.0,56340.0
239,40,488724,2004-11-29,IN,100/300,500,1463.95,0,430567,FEMALE,JD,sales,skydiving,own-child,0.0,0,2015-02-11,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Springfield,4545 4th Ridge,20,3,Not specified,0,0,YES,69740.0,6340.0,6340.0,57060,Dodge,Neon,2003,N,20.0,69740.0
161,38,192524,2004-01-02,IL,100/300,2000,1133.85,0,439870,MALE,PhD,priv-house-serv,exercise,not-in-family,60200.0,0,2015-01-03,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,2272 Embaracadero Drive,0,3,YES,2,2,YES,60480.0,5040.0,15120.0,40320,Volkswagen,Jetta,2003,N,13.0,60480.0
446,61,338070,2006-01-25,IN,500/1000,1000,1037.32,0,438837,FEMALE,High School,tech-support,skydiving,wife,0.0,-15700,2015-01-30,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,Hillsdale,5341 5th Ave,1,3,Not specified,2,1,NO,80880.0,6740.0,13480.0,60660,Nissan,Ultima,2005,N,37.0,80880.0
476,61,865607,1993-04-18,IN,250/500,1000,1562.8,0,458997,FEMALE,Masters,handlers-cleaners,dancing,not-in-family,42800.0,-68200,2015-01-18,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,7745 Washington Ridge,10,1,Not specified,1,2,YES,49390.0,8980.0,4490.0,35920,Suburu,Legacy,2009,N,40.0,49390.0
70,29,963285,2006-12-09,IN,100/300,1000,1425.79,0,604147,FEMALE,MD,armed-forces,video-games,other-relative,62400.0,-52300,2015-01-04,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NC,Riverwood,1275 4th Ridge,12,1,NO,0,3,Not specified,69360.0,11560.0,11560.0,46240,Dodge,RAM,2009,N,6.0,69360.0
233,41,728491,1997-08-30,OH,500/1000,2000,1615.14,0,606638,FEMALE,Associate,tech-support,board-games,other-relative,67100.0,0,2015-01-20,Vehicle Theft,Not Specified,Minor Damage,None,NY,Springfield,4857 Weaver St,6,1,NO,0,1,Not specified,3740.0,680.0,680.0,2380,Chevrolet,Malibu,2011,N,19.0,3740.0
122,33,553436,1991-06-03,IL,250/500,500,1236.5,0,619620,MALE,PhD,other-service,bungie-jumping,husband,0.0,-48700,2015-02-12,Parked Car,Not Specified,Trivial Damage,None,NY,Hillsdale,8211 Sky Hwy,1,1,NO,0,1,NO,5060.0,460.0,920.0,3680,Nissan,Ultima,2003,N,10.0,5060.0
335,48,440616,1995-09-06,IL,500/1000,2000,1017.97,0,441671,FEMALE,MD,machine-op-inspct,chess,wife,59900.0,-34800,2015-02-19,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Columbus,8617 Best Ave,21,3,NO,0,0,YES,35860.0,3260.0,6520.0,26080,BMW,X5,2005,Y,28.0,35860.0
257,40,463237,2000-02-09,IN,100/300,2000,1306.0,0,610381,MALE,Associate,machine-op-inspct,cross-fit,husband,46100.0,-46900,2015-02-21,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,9856 Apache St,3,3,YES,2,1,Not specified,50050.0,7700.0,3850.0,38500,Ford,Fusion,2008,Y,21.0,50050.0
85,27,753452,1996-07-23,IL,500/1000,2000,1174.14,0,602416,MALE,College,priv-house-serv,dancing,unmarried,50400.0,-61500,2015-02-02,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbend,1951 Best Ave,14,4,YES,0,0,NO,59070.0,10740.0,5370.0,42960,Toyota,Camry,2012,N,7.0,59070.0
133,30,920554,2005-09-21,IN,500/1000,1000,1231.01,0,459562,MALE,College,adm-clerical,board-games,husband,0.0,-31700,2015-02-01,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Riverwood,1824 5th Lane,19,3,NO,1,2,Not specified,28440.0,3160.0,3160.0,22120,Dodge,Neon,2007,N,11.0,28440.0
119,34,594783,2011-12-30,IL,250/500,500,1299.18,0,463271,FEMALE,College,tech-support,hiking,wife,57100.0,0,2015-01-08,Single Vehicle Collision,Front Collision,Major Damage,Fire,OH,Springfield,7393 Washington St,7,1,YES,2,1,YES,45540.0,8280.0,8280.0,28980,Honda,Civic,1998,Y,10.0,45540.0
169,34,725330,1996-07-21,IN,100/300,500,1469.75,0,458132,FEMALE,JD,sales,reading,not-in-family,0.0,-57600,2015-01-16,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Arlington,1386 Britain St,0,1,Not specified,0,0,YES,38700.0,7740.0,3870.0,27090,Volkswagen,Passat,2012,N,14.0,38700.0
225,39,607259,1996-04-08,OH,250/500,500,1390.72,0,448949,MALE,Masters,tech-support,paintball,other-relative,83900.0,-52100,2015-02-20,Parked Car,Not Specified,Trivial Damage,None,SC,Northbrook,7928 Maple Ridge,6,1,YES,2,1,YES,5830.0,1060.0,530.0,4240,Nissan,Pathfinder,2011,N,19.0,5830.0
84,32,979336,2001-03-04,IL,500/1000,500,1694.09,7000000,603732,FEMALE,Associate,prof-specialty,cross-fit,husband,0.0,0,2015-01-30,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Northbend,1546 Cherokee Ave,0,1,YES,0,2,Not specified,57240.0,4770.0,9540.0,42930,BMW,X6,1995,Y,7.0,57240.0
169,39,865201,2001-10-19,OH,100/300,2000,1140.15,0,608929,MALE,High School,armed-forces,exercise,husband,0.0,-36800,2015-01-19,Multi-vehicle Collision,Rear Collision,Total Loss,Police,VA,Riverwood,2003 2nd Hwy,9,3,YES,0,3,NO,46200.0,4200.0,8400.0,33600,Suburu,Legacy,2015,N,14.0,46200.0
124,32,140977,2006-08-18,IN,100/300,1000,1310.71,0,469875,FEMALE,Masters,farming-fishing,kayaking,wife,29300.0,0,2015-02-25,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Columbus,9418 5th Hwy,23,1,YES,0,1,NO,57700.0,5770.0,5770.0,46160,Toyota,Camry,2003,N,10.0,57700.0
320,48,787351,2013-04-28,IL,250/500,2000,1730.49,7000000,443342,MALE,College,transport-moving,hiking,not-in-family,46300.0,-41700,2015-01-24,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,8770 1st Lane,13,3,NO,2,0,NO,56160.0,4680.0,9360.0,42120,Saab,95,1995,N,27.0,56160.0
297,47,272330,2009-11-29,IN,250/500,500,1616.65,7000000,456363,MALE,MD,adm-clerical,movies,unmarried,0.0,-59500,2015-01-16,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,1087 Flute Drive,0,3,Not specified,0,3,YES,44400.0,5550.0,5550.0,33300,Jeep,Grand Cherokee,1999,N,25.0,44400.0
421,56,728025,1990-02-15,IN,100/300,500,1935.85,4000000,470826,MALE,Masters,machine-op-inspct,reading,own-child,49500.0,-81100,2015-01-12,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Hillsdale,2217 Tree Lane,7,1,Not specified,2,3,Not specified,92730.0,16860.0,8430.0,67440,Mercedes,E400,2004,Y,35.0,92730.0
136,33,804608,2002-04-12,OH,250/500,1000,855.14,0,458582,FEMALE,PhD,craft-repair,paintball,not-in-family,37900.0,0,2015-01-04,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Northbrook,6741 Oak Ridge,23,1,YES,0,1,YES,30700.0,3070.0,6140.0,21490,Toyota,Corolla,2015,N,11.0,30700.0
46,24,718829,1999-02-21,OH,250/500,2000,1568.47,4000000,454480,FEMALE,High School,armed-forces,yachting,unmarried,46800.0,0,2015-02-02,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,2123 MLK Ridge,7,1,NO,2,0,Not specified,56600.0,11320.0,5660.0,39620,Toyota,Camry,1999,N,4.0,56600.0
34,24,482404,2011-06-18,IN,500/1000,2000,1550.53,0,435632,FEMALE,MD,armed-forces,dancing,own-child,0.0,-27700,2015-02-01,Parked Car,Not Specified,Trivial Damage,None,VA,Hillsdale,4390 4th Drive,20,1,YES,0,1,Not specified,3960.0,660.0,660.0,2640,Audi,A3,1998,N,3.0,3960.0
95,30,331170,1995-03-26,IL,250/500,2000,1370.92,0,442206,MALE,College,transport-moving,video-games,unmarried,48900.0,0,2015-02-14,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Arlington,1437 3rd Lane,22,1,YES,0,3,Not specified,34800.0,3480.0,6960.0,24360,Accura,MDX,1999,N,8.0,34800.0
140,36,753056,1991-05-03,IN,250/500,500,1363.59,0,468303,FEMALE,JD,armed-forces,kayaking,not-in-family,43200.0,0,2015-02-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Riverwood,1186 Rock St,10,3,Not specified,2,0,YES,79500.0,7950.0,7950.0,63600,Chevrolet,Tahoe,2000,N,12.0,79500.0
200,34,910365,2001-12-19,IN,250/500,1000,828.42,3000000,467762,FEMALE,College,prof-specialty,basketball,other-relative,0.0,0,2015-01-22,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Arlington,4394 Oak St,10,1,Not specified,2,2,NO,56000.0,5600.0,5600.0,44800,Chevrolet,Malibu,2009,N,17.0,56000.0
123,29,379268,2012-08-05,IN,250/500,500,1209.63,0,447188,FEMALE,Masters,machine-op-inspct,chess,not-in-family,64800.0,-44200,2015-01-14,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,8368 Cherokee Ave,17,1,YES,1,0,YES,73260.0,16280.0,0.0,56980,Volkswagen,Jetta,2014,Y,10.0,73260.0
267,46,362843,2004-08-09,OH,250/500,2000,1111.17,0,469438,MALE,MD,craft-repair,base-jumping,unmarried,35000.0,0,2015-02-03,Parked Car,Not Specified,Trivial Damage,None,WV,Arlington,4905 Best Lane,3,1,YES,2,3,YES,4950.0,900.0,450.0,3600,Toyota,Camry,1995,N,22.0,4950.0
290,42,135400,2014-01-20,IN,500/1000,500,989.97,0,462519,MALE,Masters,machine-op-inspct,kayaking,own-child,32500.0,0,2015-01-20,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Hillsdale,3618 Sky Ave,10,1,NO,0,1,NO,48000.0,4800.0,9600.0,33600,Saab,95,2013,N,24.0,48000.0
45,37,798579,2011-12-19,IN,250/500,1000,1114.23,0,432534,MALE,College,prof-specialty,dancing,wife,0.0,0,2015-01-01,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,5459 MLK Ave,1,1,YES,0,1,YES,52200.0,10440.0,5220.0,36540,Nissan,Pathfinder,2005,N,4.0,52200.0
186,38,250833,2008-07-28,IN,250/500,2000,1347.31,0,436467,FEMALE,JD,protective-serv,dancing,unmarried,80900.0,-111100,2015-02-02,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,1371 Texas Lane,1,3,NO,2,3,Not specified,73800.0,12300.0,12300.0,49200,Audi,A3,1995,N,16.0,73800.0
135,34,824116,1998-05-05,IL,250/500,2000,1687.53,0,465674,FEMALE,JD,protective-serv,base-jumping,other-relative,0.0,-69600,2015-01-23,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Northbend,2654 Embaracadero St,7,1,Not specified,1,2,NO,78200.0,15640.0,7820.0,54740,Audi,A3,2009,N,11.0,78200.0
110,33,322613,1995-04-16,IN,250/500,1000,1183.48,0,442389,MALE,Associate,other-service,bungie-jumping,husband,0.0,0,2015-01-26,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Northbend,2123 Texas Ave,19,1,Not specified,2,3,NO,55200.0,13800.0,9200.0,32200,Saab,93,2015,Y,9.0,55200.0
259,43,871305,1992-02-14,IL,500/1000,2000,1537.13,0,471614,FEMALE,PhD,handlers-cleaners,kayaking,own-child,0.0,-58300,2015-01-02,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbend,4538 Flute Hwy,3,3,NO,0,2,YES,57060.0,6340.0,6340.0,44380,Ford,Fusion,2012,N,22.0,57060.0
114,30,488037,2007-07-11,OH,250/500,1000,1173.25,0,442936,FEMALE,Masters,protective-serv,dancing,husband,0.0,-34700,2015-02-25,Vehicle Theft,Not Specified,Minor Damage,None,WV,Arlington,4434 Weaver St,3,1,NO,0,3,YES,4680.0,520.0,520.0,3640,Chevrolet,Malibu,2013,N,10.0,4680.0
404,56,485813,2010-04-07,IN,250/500,1000,1361.16,4000000,437944,FEMALE,Masters,transport-moving,cross-fit,not-in-family,0.0,-63700,2015-01-15,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Hillsdale,2798 1st Ave,23,1,NO,2,0,YES,53100.0,5310.0,5310.0,42480,Accura,MDX,2005,Y,34.0,53100.0
282,48,886473,1991-03-10,OH,500/1000,2000,1422.56,7000000,473705,FEMALE,MD,prof-specialty,video-games,husband,26900.0,-55300,2015-02-09,Vehicle Theft,Not Specified,Minor Damage,None,WV,Springfield,2809 Francis Lane,7,1,Not specified,1,2,NO,3520.0,640.0,320.0,2560,Accura,MDX,2013,N,24.0,3520.0
57,25,907113,1996-01-20,IL,500/1000,2000,1143.06,0,469363,FEMALE,Masters,tech-support,dancing,own-child,63100.0,-54100,2015-01-16,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,VA,Riverwood,7281 Oak St,0,3,NO,0,1,YES,72900.0,14580.0,14580.0,43740,Nissan,Maxima,2010,N,5.0,72900.0
215,38,833321,2010-03-01,IN,250/500,500,1405.71,0,465376,FEMALE,PhD,craft-repair,camping,unmarried,0.0,0,2015-02-01,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Arlington,9878 Washington Ave,10,1,Not specified,0,1,NO,70700.0,7070.0,14140.0,49490,Volkswagen,Passat,2008,N,18.0,70700.0
140,30,521592,2014-06-15,IL,100/300,500,1354.2,0,438775,FEMALE,College,adm-clerical,bungie-jumping,wife,100500.0,0,2015-02-10,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,2537 5th Ave,4,4,Not specified,0,0,Not specified,60170.0,5470.0,10940.0,43760,Nissan,Pathfinder,2006,N,12.0,60170.0
250,42,254837,2004-11-25,IN,100/300,500,1055.6,0,457962,MALE,High School,exec-managerial,paintball,husband,69500.0,-40700,2015-01-03,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,8493 Apache Drive,16,1,Not specified,1,1,Not specified,74800.0,13600.0,6800.0,54400,Ford,Fusion,2009,Y,21.0,74800.0
286,41,634499,2000-08-26,IL,250/500,1000,999.43,0,477947,MALE,College,prof-specialty,paintball,wife,25800.0,0,2015-01-01,Vehicle Theft,Not Specified,Trivial Damage,Police,WV,Northbend,2878 Britain Hwy,3,1,YES,2,0,Not specified,4100.0,820.0,410.0,2870,Chevrolet,Malibu,2009,N,24.0,4100.0
356,47,574707,2005-08-23,IN,250/500,2000,1155.97,0,431104,MALE,High School,prof-specialty,camping,husband,0.0,0,2015-02-23,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,2862 Tree Ridge,5,1,YES,0,3,Not specified,61490.0,5590.0,11180.0,44720,Dodge,RAM,2009,N,30.0,61490.0
65,29,476839,1990-08-09,IL,250/500,1000,1726.91,0,456570,MALE,High School,other-service,basketball,own-child,0.0,0,2015-01-28,Vehicle Theft,Not Specified,Trivial Damage,None,VA,Hillsdale,4453 Best Ave,14,1,Not specified,0,0,Not specified,7200.0,720.0,1440.0,5040,Audi,A5,1999,N,5.0,7200.0
187,34,149601,2003-03-28,IN,500/1000,500,1232.57,0,612986,FEMALE,PhD,machine-op-inspct,polo,not-in-family,59500.0,0,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Arlington,5191 4th St,7,3,Not specified,0,0,Not specified,45100.0,8200.0,4100.0,32800,Nissan,Pathfinder,2011,N,16.0,45100.0
386,53,630683,2007-10-23,OH,250/500,500,1078.65,0,615730,MALE,JD,craft-repair,camping,not-in-family,36800.0,0,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,Northbend,1364 Best St,16,1,Not specified,2,3,YES,66660.0,12120.0,6060.0,48480,Honda,Civic,2006,N,32.0,66660.0
197,41,500639,1996-06-27,OH,500/1000,1000,1324.78,0,478640,FEMALE,PhD,prof-specialty,basketball,not-in-family,0.0,-64500,2015-01-10,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,8946 2nd Drive,6,1,NO,2,2,YES,76400.0,15280.0,7640.0,53480,Volkswagen,Jetta,1997,Y,16.0,76400.0
166,37,352120,1994-12-11,IN,250/500,500,1518.54,0,470510,FEMALE,MD,craft-repair,kayaking,not-in-family,0.0,0,2015-01-25,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,3726 MLK Hwy,10,1,YES,1,1,NO,58300.0,10600.0,10600.0,37100,Ford,F150,2001,N,14.0,58300.0
293,49,569245,1995-12-05,IL,100/300,2000,1239.06,0,439360,FEMALE,JD,transport-moving,skydiving,husband,34900.0,0,2015-01-10,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Riverwood,2820 Britain St,19,1,Not specified,1,1,Not specified,57310.0,5210.0,10420.0,41680,Volkswagen,Passat,2002,N,24.0,57310.0
179,32,907012,1996-12-15,OH,500/1000,2000,1246.68,0,440251,FEMALE,PhD,priv-house-serv,movies,own-child,0.0,0,2015-01-28,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,2646 MLK Drive,10,1,Not specified,0,1,Not specified,53100.0,5900.0,5900.0,41300,Suburu,Impreza,2006,N,15.0,53100.0
76,24,700074,2011-06-06,OH,250/500,1000,1622.67,0,600313,FEMALE,MD,priv-house-serv,paintball,husband,0.0,0,2015-02-18,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,6256 Elm St,6,3,NO,1,1,Not specified,74700.0,14940.0,7470.0,52290,Suburu,Forrestor,1997,N,6.0,74700.0
105,28,866805,1995-12-13,OH,250/500,500,1082.36,0,452216,FEMALE,Associate,prof-specialty,golf,own-child,0.0,0,2015-01-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,9724 Maple St,12,3,NO,2,2,NO,60500.0,12100.0,6050.0,42350,Audi,A5,1995,N,9.0,60500.0
97,26,951863,1997-10-28,OH,250/500,1000,1270.55,0,478532,MALE,Masters,protective-serv,chess,unmarried,0.0,-72100,2015-01-20,Multi-vehicle Collision,Side Collision,Total Loss,Other,NC,Riverwood,7397 4th Drive,10,3,YES,2,3,NO,84920.0,7720.0,15440.0,61760,Jeep,Wrangler,2006,Y,8.0,84920.0
148,36,211578,1996-01-04,IL,500/1000,1000,1236.32,5000000,616929,FEMALE,MD,adm-clerical,hiking,own-child,55100.0,0,2015-01-10,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbrook,3488 Flute Lane,0,1,NO,2,0,NO,61050.0,5550.0,11100.0,44400,Dodge,Neon,2009,N,12.0,61050.0
77,26,357394,2008-05-09,IL,250/500,2000,785.82,0,620207,MALE,JD,exec-managerial,movies,other-relative,49700.0,0,2015-01-07,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Hillsdale,9082 3rd Lane,12,3,YES,2,0,Not specified,69080.0,12560.0,6280.0,50240,Audi,A5,2009,Y,6.0,69080.0
295,46,863749,2009-12-05,IN,250/500,500,1265.84,0,605743,FEMALE,JD,prof-specialty,paintball,own-child,52200.0,-44500,2015-01-16,Vehicle Theft,Not Specified,Minor Damage,None,VA,Arlington,1941 5th Ridge,10,1,YES,1,3,YES,4560.0,760.0,380.0,3420,Nissan,Pathfinder,2007,N,25.0,4560.0
126,28,596914,1992-01-05,IN,250/500,500,1508.9,0,472814,FEMALE,JD,machine-op-inspct,skydiving,other-relative,0.0,0,2015-01-01,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Northbend,5333 MLK Lane,3,4,NO,0,1,Not specified,67800.0,11300.0,11300.0,45200,Ford,F150,2011,N,10.0,67800.0
132,32,684653,1997-11-15,OH,250/500,2000,1106.84,0,464362,MALE,PhD,other-service,reading,wife,43100.0,-31900,2015-01-07,Vehicle Theft,Not Specified,Minor Damage,Police,SC,Riverwood,4577 Sky Hwy,21,1,YES,1,1,YES,5600.0,1120.0,560.0,3920,Suburu,Legacy,2005,N,11.0,5600.0
370,55,528259,2012-12-22,IN,500/1000,2000,1389.13,7000000,456203,MALE,JD,other-service,basketball,wife,0.0,-53200,2015-02-17,Vehicle Theft,Not Specified,Minor Damage,None,NC,Northbrook,4814 Lincoln Lane,6,1,Not specified,0,2,Not specified,9000.0,900.0,1800.0,6300,Mercedes,ML350,2015,N,31.0,9000.0
257,43,797636,1992-05-19,IN,100/300,1000,974.84,0,468984,FEMALE,JD,transport-moving,kayaking,other-relative,52100.0,0,2015-02-26,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Northbend,2381 1st Hwy,0,1,NO,0,1,YES,85320.0,21330.0,7110.0,56880,Nissan,Pathfinder,2006,N,21.0,85320.0
9,24,326180,2002-05-25,IL,100/300,2000,1304.46,0,473349,FEMALE,PhD,machine-op-inspct,golf,other-relative,51700.0,-33300,2015-01-31,Vehicle Theft,Not Specified,Trivial Damage,None,NC,Arlington,6939 3rd Hwy,6,1,NO,0,3,YES,5940.0,540.0,1080.0,4320,Audi,A5,2001,Y,1.0,5940.0
185,34,620075,2010-04-21,OH,250/500,500,1257.36,0,474771,FEMALE,PhD,armed-forces,movies,husband,0.0,0,2015-02-27,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,5269 Flute Hwy,20,3,YES,1,1,Not specified,51370.0,9340.0,4670.0,37360,BMW,M5,2000,Y,15.0,51370.0
234,43,965187,1990-03-26,OH,250/500,500,1257.04,0,448294,MALE,Associate,protective-serv,reading,own-child,0.0,-48800,2015-03-01,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbrook,7197 2nd Drive,4,1,NO,2,2,YES,51600.0,10320.0,5160.0,36120,Dodge,Neon,2011,N,20.0,51600.0
253,44,516182,2007-05-12,OH,100/300,2000,719.52,0,606606,FEMALE,High School,farming-fishing,golf,own-child,45800.0,0,2015-02-13,Parked Car,Not Specified,Trivial Damage,None,SC,Arlington,1741 Best Ridge,9,1,NO,0,3,Not specified,5400.0,600.0,600.0,4200,Chevrolet,Malibu,1998,N,21.0,5400.0
233,39,728839,2001-01-02,OH,500/1000,2000,1524.18,0,605220,MALE,JD,craft-repair,reading,unmarried,0.0,0,2015-01-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbrook,9148 4th Hwy,20,3,Not specified,1,0,YES,48870.0,5430.0,5430.0,38010,Saab,95,1999,N,19.0,48870.0
274,44,771509,2006-08-10,IN,500/1000,500,1395.58,0,466612,FEMALE,JD,tech-support,reading,husband,0.0,0,2015-02-05,Vehicle Theft,Not Specified,Minor Damage,Police,WV,Springfield,4279 Solo Drive,7,1,NO,2,1,Not specified,5590.0,860.0,860.0,3870,BMW,X5,2000,N,23.0,5590.0
297,48,264221,2014-07-28,IL,500/1000,1000,1243.68,0,463331,MALE,Masters,protective-serv,camping,wife,0.0,-71400,2015-02-20,Multi-vehicle Collision,Front Collision,Major Damage,Other,NY,Springfield,9177 Texas Ave,18,3,Not specified,0,2,Not specified,54960.0,6870.0,0.0,48090,Toyota,Corolla,2002,Y,25.0,54960.0
273,47,602704,2011-09-27,OH,500/1000,1000,1189.04,0,457843,FEMALE,Associate,prof-specialty,video-games,own-child,59600.0,0,2015-01-24,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Northbrook,5969 Francis St,0,3,NO,1,3,Not specified,39800.0,7960.0,3980.0,27860,Jeep,Wrangler,2014,N,23.0,39800.0
147,37,672416,2013-04-20,IN,500/1000,2000,1375.29,0,609226,FEMALE,Masters,armed-forces,chess,own-child,0.0,0,2015-01-31,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Columbus,9942 Tree Ave,11,3,Not specified,0,1,Not specified,56160.0,6240.0,6240.0,43680,Ford,Fusion,2015,Y,12.0,56160.0
285,42,545506,1991-03-20,IN,100/300,500,1389.13,0,452942,MALE,Associate,priv-house-serv,golf,not-in-family,63100.0,-79400,2015-01-23,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Hillsdale,5474 Weaver Hwy,13,1,NO,0,3,Not specified,52700.0,5270.0,10540.0,36890,Toyota,Corolla,2005,N,24.0,52700.0
289,43,777533,2002-12-21,OH,500/1000,1000,1387.51,0,609390,FEMALE,Associate,sales,base-jumping,not-in-family,0.0,0,2015-01-11,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,1102 Apache Hwy,19,3,YES,1,3,Not specified,68580.0,7620.0,7620.0,53340,Jeep,Wrangler,2010,N,24.0,68580.0
427,60,953334,2005-12-03,IN,100/300,1000,1178.61,7000000,446608,MALE,MD,craft-repair,board-games,own-child,0.0,-54400,2015-02-20,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,9214 Texas Drive,23,1,YES,1,2,YES,90860.0,12980.0,19470.0,58410,Volkswagen,Jetta,2004,Y,36.0,90860.0
380,53,369781,2011-05-25,IL,250/500,2000,1166.62,6000000,602500,MALE,Associate,priv-house-serv,bungie-jumping,wife,0.0,0,2015-02-24,Parked Car,Not Specified,Trivial Damage,Police,NC,Northbend,8991 Texas Hwy,23,1,NO,0,3,NO,5700.0,570.0,570.0,4560,Saab,93,2001,N,32.0,5700.0
13,21,990998,2006-10-18,IN,100/300,1000,1556.31,0,463809,MALE,Associate,prof-specialty,golf,not-in-family,0.0,-75000,2015-01-19,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Hillsdale,9580 MLK Ave,19,3,YES,2,0,YES,94930.0,8630.0,8630.0,77670,Accura,RSX,2014,N,1.0,94930.0
282,43,982678,2006-07-19,OH,250/500,500,1452.27,0,611996,MALE,MD,farming-fishing,video-games,not-in-family,75800.0,0,2015-01-08,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Northbend,5868 Best Drive,19,1,NO,1,2,NO,46800.0,4680.0,9360.0,32760,Audi,A5,2007,Y,24.0,46800.0
312,47,646069,2002-06-08,OH,500/1000,1000,1212.07,0,459298,FEMALE,MD,exec-managerial,polo,wife,66900.0,-51800,2015-03-01,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,5318 5th Ave,17,3,NO,2,3,NO,56320.0,7040.0,7040.0,42240,Mercedes,ML350,2000,N,26.0,56320.0
266,46,331683,2009-02-12,OH,100/300,2000,1578.54,0,468158,MALE,Associate,handlers-cleaners,chess,husband,0.0,-41400,2015-01-21,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,7502 Rock Lane,18,1,NO,1,3,YES,83490.0,7590.0,15180.0,60720,Nissan,Pathfinder,1996,N,22.0,83490.0
